"srid","fips","name","proj4text","srswkt"
26998,2403,"NAD83 / Missouri West","+proj=tmerc +lat_0=36.16666666666666 +lon_0=-94.5 +k=0.999941177 +x_0=850000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs","PROJCS[""NAD83 / Missouri West"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",36.16666666666666],PARAMETER[""central_meridian"",-94.5],PARAMETER[""scale_factor"",0.999941177],PARAMETER[""false_easting"",850000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""26998""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32100,2500,"NAD83 / Montana","+proj=lcc +lat_1=49 +lat_2=45 +lat_0=44.25 +lon_0=-109.5 +x_0=600000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs","PROJCS[""NAD83 / Montana"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",49],PARAMETER[""standard_parallel_2"",45],PARAMETER[""latitude_of_origin"",44.25],PARAMETER[""central_meridian"",-109.5],PARAMETER[""false_easting"",600000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32100""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32104,2600,"NAD83 / Nebraska","+proj=lcc +lat_1=43 +lat_2=40 +lat_0=39.83333333333334 +lon_0=-100 +x_0=500000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs","PROJCS[""NAD83 / Nebraska"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",43],PARAMETER[""standard_parallel_2"",40],PARAMETER[""latitude_of_origin"",39.83333333333334],PARAMETER[""central_meridian"",-100],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32104""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32107,2701,"NAD83 / Nevada East","+proj=tmerc +lat_0=34.75 +lon_0=-115.5833333333333 +k=0.9999 +x_0=200000 +y_0=8000000 +ellps=GRS80 +datum=NAD83 +units=m +no_defs","PROJCS[""NAD83 / Nevada East"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",34.75],PARAMETER[""central_meridian"",-115.5833333333333],PARAMETER[""scale_factor"",0.9999],PARAMETER[""false_easting"",200000],PARAMETER[""false_northing"",8000000],AUTHORITY[""EPSG"",""32107""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32108,2702,"NAD83 / Nevada Central","+proj=tmerc +lat_0=34.75 +lon_0=-116.6666666666667 +k=0.9999 +x_0=500000 +y_0=6000000 +ellps=GRS80 +datum=NAD83 +units=m +no_defs","PROJCS[""NAD83 / Nevada Central"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",34.75],PARAMETER[""central_meridian"",-116.6666666666667],PARAMETER[""scale_factor"",0.9999],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",6000000],AUTHORITY[""EPSG"",""32108""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32109,2703,"NAD83 / Nevada West","+proj=tmerc +lat_0=34.75 +lon_0=-118.5833333333333 +k=0.9999 +x_0=800000 +y_0=4000000 +ellps=GRS80 +datum=NAD83 +units=m +no_defs","PROJCS[""NAD83 / Nevada West"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",34.75],PARAMETER[""central_meridian"",-118.5833333333333],PARAMETER[""scale_factor"",0.9999],PARAMETER[""false_easting"",800000],PARAMETER[""false_northing"",4000000],AUTHORITY[""EPSG"",""32109""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32110,2800,"NAD83 / New Hampshire","+proj=tmerc +lat_0=42.5 +lon_0=-71.66666666666667 +k=0.999966667 +x_0=300000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs","PROJCS[""NAD83 / New Hampshire"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",42.5],PARAMETER[""central_meridian"",-71.66666666666667],PARAMETER[""scale_factor"",0.999966667],PARAMETER[""false_easting"",300000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32110""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32111,2900,"NAD83 / New Jersey","+proj=tmerc +lat_0=38.83333333333334 +lon_0=-74.5 +k=0.9999 +x_0=150000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs","PROJCS[""NAD83 / New Jersey"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",38.83333333333334],PARAMETER[""central_meridian"",-74.5],PARAMETER[""scale_factor"",0.9999],PARAMETER[""false_easting"",150000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32111""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32112,3001,"NAD83 / New Mexico East","+proj=tmerc +lat_0=31 +lon_0=-104.3333333333333 +k=0.999909091 +x_0=165000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs","PROJCS[""NAD83 / New Mexico East"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",31],PARAMETER[""central_meridian"",-104.3333333333333],PARAMETER[""scale_factor"",0.999909091],PARAMETER[""false_easting"",165000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32112""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32113,3002,"NAD83 / New Mexico Central","+proj=tmerc +lat_0=31 +lon_0=-106.25 +k=0.9999 +x_0=500000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs","PROJCS[""NAD83 / New Mexico Central"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",31],PARAMETER[""central_meridian"",-106.25],PARAMETER[""scale_factor"",0.9999],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32113""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32114,3003,"NAD83 / New Mexico West","+proj=tmerc +lat_0=31 +lon_0=-107.8333333333333 +k=0.999916667 +x_0=830000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs","PROJCS[""NAD83 / New Mexico West"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",31],PARAMETER[""central_meridian"",-107.8333333333333],PARAMETER[""scale_factor"",0.999916667],PARAMETER[""false_easting"",830000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32114""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32115,3101,"NAD83 / New York East","+proj=tmerc +lat_0=38.83333333333334 +lon_0=-74.5 +k=0.9999 +x_0=150000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs","PROJCS[""NAD83 / New York East"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",38.83333333333334],PARAMETER[""central_meridian"",-74.5],PARAMETER[""scale_factor"",0.9999],PARAMETER[""false_easting"",150000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32115""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32116,3102,"NAD83 / New York Central","+proj=tmerc +lat_0=40 +lon_0=-76.58333333333333 +k=0.9999375 +x_0=250000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs","PROJCS[""NAD83 / New York Central"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",40],PARAMETER[""central_meridian"",-76.58333333333333],PARAMETER[""scale_factor"",0.9999375],PARAMETER[""false_easting"",250000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32116""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32117,3103,"NAD83 / New York West","+proj=tmerc +lat_0=40 +lon_0=-78.58333333333333 +k=0.9999375 +x_0=350000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs","PROJCS[""NAD83 / New York West"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",40],PARAMETER[""central_meridian"",-78.58333333333333],PARAMETER[""scale_factor"",0.9999375],PARAMETER[""false_easting"",350000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32117""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32118,3104,"NAD83 / New York Long Island","+proj=lcc +lat_1=41.03333333333333 +lat_2=40.66666666666666 +lat_0=40.16666666666666 +lon_0=-74 +x_0=300000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs","PROJCS[""NAD83 / New York Long Island"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",41.03333333333333],PARAMETER[""standard_parallel_2"",40.66666666666666],PARAMETER[""latitude_of_origin"",40.16666666666666],PARAMETER[""central_meridian"",-74],PARAMETER[""false_easting"",300000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32118""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32119,3200,"NAD83 / North Carolina","+proj=lcc +lat_1=36.16666666666666 +lat_2=34.33333333333334 +lat_0=33.75 +lon_0=-79 +x_0=609601.22 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs","PROJCS[""NAD83 / North Carolina"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",36.16666666666666],PARAMETER[""standard_parallel_2"",34.33333333333334],PARAMETER[""latitude_of_origin"",33.75],PARAMETER[""central_meridian"",-79],PARAMETER[""false_easting"",609601.22],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32119""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32120,3301,"NAD83 / North Dakota North","+proj=lcc +lat_1=48.73333333333333 +lat_2=47.43333333333333 +lat_0=47 +lon_0=-100.5 +x_0=600000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs","PROJCS[""NAD83 / North Dakota North"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",48.73333333333333],PARAMETER[""standard_parallel_2"",47.43333333333333],PARAMETER[""latitude_of_origin"",47],PARAMETER[""central_meridian"",-100.5],PARAMETER[""false_easting"",600000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32120""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32121,3302,"NAD83 / North Dakota South","+proj=lcc +lat_1=47.48333333333333 +lat_2=46.18333333333333 +lat_0=45.66666666666666 +lon_0=-100.5 +x_0=600000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs","PROJCS[""NAD83 / North Dakota South"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",47.48333333333333],PARAMETER[""standard_parallel_2"",46.18333333333333],PARAMETER[""latitude_of_origin"",45.66666666666666],PARAMETER[""central_meridian"",-100.5],PARAMETER[""false_easting"",600000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32121""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32122,3401,"NAD83 / Ohio North","+proj=lcc +lat_1=41.7 +lat_2=40.43333333333333 +lat_0=39.66666666666666 +lon_0=-82.5 +x_0=600000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs","PROJCS[""NAD83 / Ohio North"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",41.7],PARAMETER[""standard_parallel_2"",40.43333333333333],PARAMETER[""latitude_of_origin"",39.66666666666666],PARAMETER[""central_meridian"",-82.5],PARAMETER[""false_easting"",600000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32122""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32123,3402,"NAD83 / Ohio South","+proj=lcc +lat_1=40.03333333333333 +lat_2=38.73333333333333 +lat_0=38 +lon_0=-82.5 +x_0=600000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs","PROJCS[""NAD83 / Ohio South"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",40.03333333333333],PARAMETER[""standard_parallel_2"",38.73333333333333],PARAMETER[""latitude_of_origin"",38],PARAMETER[""central_meridian"",-82.5],PARAMETER[""false_easting"",600000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32123""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32124,3501,"NAD83 / Oklahoma North","+proj=lcc +lat_1=36.76666666666667 +lat_2=35.56666666666667 +lat_0=35 +lon_0=-98 +x_0=600000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs","PROJCS[""NAD83 / Oklahoma North"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",36.76666666666667],PARAMETER[""standard_parallel_2"",35.56666666666667],PARAMETER[""latitude_of_origin"",35],PARAMETER[""central_meridian"",-98],PARAMETER[""false_easting"",600000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32124""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32125,3502,"NAD83 / Oklahoma South","+proj=lcc +lat_1=35.23333333333333 +lat_2=33.93333333333333 +lat_0=33.33333333333334 +lon_0=-98 +x_0=600000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs","PROJCS[""NAD83 / Oklahoma South"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",35.23333333333333],PARAMETER[""standard_parallel_2"",33.93333333333333],PARAMETER[""latitude_of_origin"",33.33333333333334],PARAMETER[""central_meridian"",-98],PARAMETER[""false_easting"",600000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32125""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32126,3601,"NAD83 / Oregon North","+proj=lcc +lat_1=46 +lat_2=44.33333333333334 +lat_0=43.66666666666666 +lon_0=-120.5 +x_0=2500000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs","PROJCS[""NAD83 / Oregon North"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",46],PARAMETER[""standard_parallel_2"",44.33333333333334],PARAMETER[""latitude_of_origin"",43.66666666666666],PARAMETER[""central_meridian"",-120.5],PARAMETER[""false_easting"",2500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32126""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32127,3602,"NAD83 / Oregon South","+proj=lcc +lat_1=44 +lat_2=42.33333333333334 +lat_0=41.66666666666666 +lon_0=-120.5 +x_0=1500000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs","PROJCS[""NAD83 / Oregon South"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",44],PARAMETER[""standard_parallel_2"",42.33333333333334],PARAMETER[""latitude_of_origin"",41.66666666666666],PARAMETER[""central_meridian"",-120.5],PARAMETER[""false_easting"",1500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32127""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
32128,3701,"NAD83 / Pennsylvania North","+proj=lcc +lat_1=41.95 +lat_2=40.88333333333333 +lat_0=40.16666666666666 +lon_0=-77.75 +x_0=600000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs","PROJCS[""NAD83 / Pennsylvania North"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",41.95],PARAMETER[""standard_parallel_2"",40.88333333333333],PARAMETER[""latitude_of_origin"",40.16666666666666],PARAMETER[""central_meridian"",-77.75],PARAMETER[""false_easting"",600000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""32128""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]"
