id,scrape_date,licenseno,status,licensetype,issuedate,exprdate,owner,premisesaddress,tract,business,mailaddress,geocode
371,2013-01-28,406036,ACTIVE,20,2005-05-05,2013-04-30,"EASTLAKE PETROLEUM","950 EASTLAKE PKWY, CHULA VISTA, CA  91914",0134.19,"EASTLAKE CHEVRON","3861 VALLEY CENTRE DR SAN DIEGO, CA  92130-2332",3702
372,2013-01-28,411750,SUREND,20,2004-08-19,2013-07-31,"TARGET CORPORATION","910 EASTLAKE PKWY, CHULA VISTA, CA  91914",0134.19,"TARGET T1815","1000 NICOLLET MALL, TPN-0910 ATTN: KRISTEN RUUD, MINNEAPOLIS, MN  55403-2542",3702
373,2013-01-28,504323,ACTIVE,21,2011-07-22,2013-06-30,"TARGET CORPORATION","910 EASTLAKE PKWY, CHULA VISTA, CA  91914",0134.19,"TARGET T1815","1000 NICOLLET MALL, TPN-0910 ATTN: KRISTEN RUUD, MINNEAPOLIS, MN  55403-2542",3702
374,2013-01-28,405374,ACTIVE,21,2004-05-10,2013-06-30,"WAL MART STORES INC","1360 EASTLAKE PKWY, CHULA VISTA, CA  91915",0133.10,"WAL MART STORE 3516","702 SW 8TH ST, DEPT 8916 ATTN: MARIBEL LA CHANCE BENTONVILLE, AR  72716-0555",3702
375,2013-01-28,486172,ACTIVE,20,2011-02-25,2013-06-30,"WALGREEN CO","1430 EASTLAKE PKWY, CHULA VISTA, CA  91915-1926",0133.11,"WALGREENS 07867","PO BOX 901, ATTN:  LIQUOR RENEWALS DEERFIELD, IL  60015",3702
376,2013-01-28,453333,ACTIVE,20,2007-08-13,2013-07-31,"RONALD COHN INC","878 EASTLAKE PKWY, # 1410, CHULA VISTA, CA  91914-4518",0134.19,"SPROUTS FARMERS MARKET","690 3RD AVE CHULA VISTA, CA  91910",3702
377,2013-01-28,452581,ACTIVE,41,2007-09-10,2013-08-31,"BLACK EIGHT FOODS LLC","884 EASTLAKE PKWY, # 1611, CHULA VISTA, CA  91914-4518",0134.19,"BROKEN YOLK CAFE EASTLAKE","",3702
378,2013-01-28,461349,ACTIVE,21,2008-04-30,2013-06-30,"VONS COMPANIES INC THE","1745 EASTLAKE PKWY, STE 104, CHULA VISTA, CA  91915",0133.13,"VONS STORE 2826","PO BOX 29096 PHOENIX, AZ  85038-9096",3702
379,2013-01-28,398798,ACTIVE,47,2003-10-07,2013-09-30,"BRIGANTINE I L-PSHIP THE","970 EASTLAKE PKWY, STE 108, CHULA VISTA, CA  91914",0134.19,"MIGUELS COCINA","7889 OSTROW ST SAN DIEGO, CA  92111-3602",3702
380,2013-01-28,519267,ACTIVE,47,2012-06-13,2013-05-31,"CONTRERAS CURIEL CORP","866 EASTLAKE PKWY, STE 110, CHULA VISTA, CA  91914",0134.19,"KARINAS MEXICAN SEAFOOD CUISINE","986 BROADWAY CHULA VISTA, CA  91911",3702
381,2013-01-28,452100,ACTIVE,47,2007-09-25,2013-08-31,"VIA LAGO INC","866 EASTLAKE PKWY, STE 210, CHULA VISTA, CA  91914-4518",0134.19,"VIA LAGO TRATTORIA","4420 HOTEL CIRCLE CT, 155 SAN DIEGO, CA  92108",3702
382,2013-01-28,483235,ACTIVE,47,2010-03-10,2013-02-28,"P HAN INC","872 EASTLAKE PKWY, STE 310, CHULA VISTA, CA  91914-4518",0134.19,"PHO HIEP & GRILL CHATEAU","",3702
383,2013-01-28,510948,ACTIVE,41,2011-11-29,2013-10-31,"CASUAL FOOD GROUP INC","872 EASTLAKE PKWY, STE 510, CHULA VISTA, CA  91914-4518",0134.19,"PAT & OSCARS RESTAURANT","2731 CLUB DR GILROY, CA  95020-3031",3702
384,2013-01-28,432016,ACTIVE,42,2007-08-09,2013-11-30,"TRADER JOES COMPANY","878 EASTLAKE PKWY, STE 810, CHULA VISTA, CA  91914-4545",0134.18,"TRADER JOES 120","800 S SHAMROCK AVE MONROVIA, CA  91016-6346",3702
385,2013-01-28,432016,ACTIVE,21,2007-08-09,2013-06-30,"TRADER JOES COMPANY","878 EASTLAKE PKWY, STE 810, CHULA VISTA, CA  91914-4545",0134.18,"TRADER JOES 120","800 S SHAMROCK AVE MONROVIA, CA  91016-6346",3702
386,2013-01-28,412360,ACTIVE,41,2004-08-09,2012-12-31,"RUBIOS RESTAURANTS INC","1480 EASTLAKE PKWY, STE 901, CHULA VISTA, CA  91915",0133.11,"RUBIOS FRESH MEXICAN GRILL 182","1902 WRIGHT PL, STE 300 CARLSBAD, CA  92008-6583",3702
387,2013-01-28,458481,ACTIVE,41,2007-11-19,2013-10-31,"SERRATOS, ROSALINDA CASTILLO","1480 EASTLAKE PKWY, STE 910, CHULA VISTA, CA  91915-1927",0133.11,"CALIFORNIA SUSHI","",3702
388,2013-01-28,16939,ACTIVE,51,1966-11-18,2013-09-30,"ELKS LODGE CHULA VISTA 2011","901 ELKS LN, CHULA VISTA, CA  91910",0133.09,"","",3702
389,2013-01-28,389594,ACTIVE,41,2002-08-26,2013-07-31,"CEDAR FAIR L-PSHIP","2052 ENTERTAINMENT CIR, CHULA VISTA, CA  91911",0100.14,"KNOTTS SOAK CITY USA","8039 BEACH BLVD BUENA PARK, CA  90620-3200",3702
390,2013-01-28,465980,ACTIVE,47,2008-07-29,2013-06-30,"ARAMARK ENTERTAINMENT LLC","2050 ENTERTAINMENT CIR, CHULA VISTA, CA  91911-6124",0100.14,"CRICKET WIRELESS AMPHITHEATRE","610 SMITHFIELD ST, STE 300 PITTSBURGH, PA  15222-2512",3702
391,2013-01-28,149992,ACTIVE,47,1984-02-09,2013-12-31,"MARIE CALLENDER PIE SHOPS INC","330 F ST, CHULA VISTA, CA  91910",0123.02,"MARIE CALLENDERS 103","6075 POPLAR AVE, STE 800 ATTN VICKI MEMPHIS, TN  38119-4717",3702
392,2013-01-28,470094,ACTIVE,21,2008-10-01,2013-07-31,"BOBAR 8 INC","600 F ST, STE A & B, CHULA VISTA, CA  91910-3338",0125.01,"BOBAR MARKET & GAS 8","",3702
393,2013-01-28,451375,ACTIVE,41,2007-09-10,2013-08-31,"LA BELLA PIZZA LLC","289 G ST, CHULA VISTA, CA  91910-3927",0123.02,"LA BELLA CAFE","373 3RD AVE CHULA VISTA, CA  91910-3927",3702
394,2013-01-28,351483,ACTIVE,21,1999-04-05,2013-03-31,"KEG N BOTTLE INC","677 H ST, CHULA VISTA, CA  91910",0125.01,"KEG N BOTTLE LIQUOR","",3702
395,2013-01-28,388772,ACTIVE,20,2002-10-07,2013-09-30,"GS & SS PETROLEUM INC","720 H ST, CHULA VISTA, CA  91910",0126.00,"ARCO AM PM 1914","",3702
396,2013-01-28,402567,ACTIVE,47,2003-09-15,2013-08-31,"VILLASENOR, MARISOL","625 H ST, CHULA VISTA, CA  91910",0125.01,"AGAVE GRILL","",3702
397,2013-01-28,517636,ACTIVE,47,2012-08-02,2013-12-31,"N AND D RESTAURANTS INC","598 H ST, CHULA VISTA, CA  91910",0127.00,"RED LOBSTER 6383","PO BOX 695016 ORLANDO, FL  32869-5016",3702
398,2013-01-28,447767,ACTIVE,20,2007-02-01,2013-06-30,"7 ELEVEN INC","698 H ST, CHULA VISTA, CA  91910-4219",0126.00,"7 ELEVEN 13576","PO BOX 219088 DALLAS, TX  75221-9088",3702
399,2013-01-28,215293,ACTIVE,20,1988-07-01,2013-06-30,"7 ELEVEN INC","1482 HILLTOP DR, CHULA VISTA, CA  91911",0133.07,"7 ELEVEN 2131 24070","PO BOX 219088 DALLAS, TX  75221-9088",3702
400,2013-01-28,489168,ACTIVE,20,2010-07-29,2013-06-30,"R & K PETROLEUM INC","1401 HILLTOP DR, CHULA VISTA, CA  91911-5214",0133.03,"HILLTOP ARCO","",3702
401,2013-01-28,469138,ACTIVE,21,2008-08-26,2013-02-28,"JA&H; BAZZI INC","1419 HILLTOP DR, CHULA VISTA, CA  91911-5231",0133.07,"HILLTOP LIQUOR","",3702
402,2013-01-28,460185,ACTIVE,21,2007-12-28,2013-02-28,"NAEMI ENTERPRISES INC","1500 HILLTOP DR, CHULA VISTA, CA  91911-5303",0133.07,"HILLTOP MARKET","",3702
403,2013-01-28,521200,ACTIVE,47,2012-08-09,2013-07-31,"HIGHLANDS LINKS GOLF GROUP LLC","525 HUNTE PKWY, CHULA VISTA, CA  91914-4137",0213.03,"SALT CREEK GOLF COURSE","11250 EL CAMINO REAL, STE 100 SAN DIEGO, CA  92130",3702
404,2013-01-28,305505,ACTIVE,20,1995-05-23,2013-06-30,"7 ELEVEN INC","290 I ST, CHULA VISTA, CA  91910",0129.00,"7 ELEVEN 2131 13582","PO BOX 219088 DALLAS, TX  75221-9088",3702
405,2013-01-28,30564,ACTIVE,52,1963-02-04,2013-04-30,"VFW ROBERT H SCHOLER POST 2111","299 I ST, CHULA VISTA, CA  91910",0128.00,"VFW ROBERT H SCHOLER POST 2111","",3702
406,2013-01-28,486133,ACTIVE,20,2011-06-07,2013-06-30,"WALGREEN CO","621 I ST, CHULA VISTA, CA  91910-5110",0126.00,"WALGREENS 06255","PO BOX 901, ATTN:  LIQUOR RENEWALS DEERFIELD, IL  60015",3702
407,2013-01-28,474511,ACTIVE,47,2009-05-20,2013-12-31,"N AND D RESTAURANTS INC","585 I ST, CHULA VISTA, CA  91910-5317",0127.00,"OLIVE GARDEN ITALIAN RESTAURANT THE 1205","PO BOX 695016 ORLANDO, FL  32869-5016",3702
408,2013-01-28,468661,ACTIVE,21,2008-08-13,2013-10-31,"LUCYS MARKET INC","1576 INDUSTRIAL BLVD, STE B, CHULA VISTA, CA  91911-3918",0132.05,"LUCYS MARKET","",3702
409,2013-01-28,30553,ACTIVE,57,1962-03-13,2013-03-31,"SAN DIEGO COUNTRY CLUB INC","88 L ST, CHULA VISTA, CA  91911",0131.02,"","",3702
410,2013-01-28,258914,ACTIVE,47,1991-08-16,2013-12-31,"LEISERV INC","845 LAZO CT, CHULA VISTA, CA  91910",0134.20,"PREMIER LANES","1 N FIELD CT LAKE FOREST, IL  60045-4810",3702
411,2013-01-28,111279,ACTIVE,20,1981-09-23,2013-09-30,"ESTRADA, PEDRO R","2514 MAIN ST, CHULA VISTA, CA  91911",0132.05,"SANTA FE MEATS","",3702
412,2013-01-28,176377,ACTIVE,51,1986-06-30,2013-07-31,"FRATERNAL ORDER OF EAGLES NO 506","3149 MAIN ST, CHULA VISTA, CA  91911",0132.06,"FRATERNAL ORDER OF EAGLES 3142","",3702
413,2013-01-28,218547,ACTIVE,21,1988-05-16,2013-07-31,"ZOURA, LATIF AUDISH","3189 MAIN ST, CHULA VISTA, CA  91911",0132.06,"","",3702
414,2013-01-28,294791,ACTIVE,41,1994-07-08,2013-06-30,"GARCIA, CAROLINA A","4340 MAIN ST, CHULA VISTA, CA  91911",0133.08,"ASADA TACO SHOP","",3702
415,2013-01-28,317692,ACTIVE,41,1996-04-05,2013-03-31,"ARIZONA CHINESE RESTAURANT INC","2650 MAIN ST, CHULA VISTA, CA  91911",0132.05,"ARIZONA CHINESE RESTAURANT","",3702
416,2013-01-28,361989,ACTIVE,48,2000-03-10,2013-04-30,"VAZQUEZ, GUADALUPE","3008 MAIN ST, CHULA VISTA, CA  91911",0132.04,"OVER THE BORDER","",3702
417,2013-01-28,41835,ACTIVE,57,1994-01-01,2013-05-31,"SAN DIEGO COUNTY SWISS CLUB INC","2001 MAIN ST, CHULA VISTA, CA  91911",0101.03,"SAN DIEGO COUNTY SWISS CLUB INC","",3702
418,2013-01-28,451519,ACTIVE,20,2007-11-02,2013-10-31,"M M K PACIFIC PETROLEUM INC","4430 MAIN ST, CHULA VISTA, CA  91911",0133.13,"MAIN STREET FUEL","750 N ESCONDIDO BLVD ESCONDIDO, CA  92025-1704",3702
419,2013-01-28,517609,ACTIVE,20,2012-03-27,2013-02-28,"EA GROUP LLC","3733 MAIN ST, CHULA VISTA, CA  91911",0133.08,"EA GROUP","",3702
420,2013-01-28,456488,ACTIVE,21,2008-05-20,2013-06-30,"SMART & FINAL STORES LLC","3141 MAIN ST, CHULA VISTA, CA  91911-5705",0132.06,"SMART & FINAL 463","PO BOX 512377 LOS ANGELES, CA  90051-0377",3702
421,2013-01-28,469578,ACTIVE,20,2008-10-08,2013-09-30,"ABLAHAD INC","3190 MAIN ST, CHULA VISTA, CA  91911-5706",0132.04,"ARCO AM PM 1925","",3702
422,2013-01-28,475682,ACTIVE,41,2009-07-13,2013-06-30,"RUIZALANIS, JUAN","3120 MAIN ST, CHULA VISTA, CA  91911-5706",0132.04,"SEAFOOD TIJUANA BAR 100%","",3702
423,2013-01-28,486018,ACTIVE,20,2010-02-18,2013-01-31,"VINTNERS DISTRIBUTORS INC","4555 MAIN ST, CHULA VISTA, CA  91911-6024",0133.12,"OTAY VALLEY SHELL","41805 ALBRAE ST, 2ND FL FREMONT, CA  94538-3120",3702
424,2013-01-28,376748,ACTIVE,20,2001-06-22,2013-06-30,"7 ELEVEN INC","4300 MAIN ST, STE 101, CHULA VISTA, CA  91911",0133.08,"7 ELEVEN 2131 18547","PO BOX 219088 DALLAS, TX  75221-9088",3702
425,2013-01-28,487217,ACTIVE,21,2010-08-09,2013-07-31,"OUDESH, EVAN","4380 MAIN ST, STE 101, CHULA VISTA, CA  91911-6581",0133.08,"BOBAR LIQUOR 5","",3702
426,2013-01-28,446776,ACTIVE,41,2007-02-07,2013-01-31,"SHAKEDANNY INC","4360 MAIN ST, STE 212, CHULA VISTA, CA  91911",0133.08,"CIAO ITALIAN RESTAURANT","",3702
427,2013-01-28,428142,ACTIVE,41,2005-09-15,2013-08-31,"MARTINEZ, LUZ LOPEZ","3218 MAIN ST, STE A, CHULA VISTA, CA  91911",0132.04,"LOMAS CAFE MEXICAN RESTAURANT","",3702
428,2013-01-28,436027,ACTIVE,47,2006-04-06,2013-03-31,"VILLASENOR, MARISOL","2638 MAIN ST, STE L, CHULA VISTA, CA  91911",0132.05,"MARISCOS MARISOL","625 H ST CHULA VISTA, CA  91910",3702
429,2013-01-28,245626,ACTIVE,51,1990-05-23,2013-06-30,"CHULA VISTA YACHT CLUB THE","650 MARINA PKWY, CHULA VISTA, CA  91910",0126.00,"CHULA VISTA YACHT CLUB","642 MARINA PKWY BOX 83 CHULA VISTA, CA  91910",3702
430,2013-01-28,501324,ACTIVE,47,2010-09-30,2013-08-31,"SANTA MARIA AND SAN KARAS ENTERPRISES INC","570 MARINA PKWY, CHULA VISTA, CA  91910-4054",0126.00,"SOUTH BAY FISH & GRILL","",3702
431,2013-01-28,398003,ACTIVE,47,2003-04-11,2013-05-31,"BILL MUNCEY INDUSTRIES INC","550 MARINA PKWY, STE B, CHULA VISTA, CA  91910",0126.00,"GALLEY AT THE MARINA","",3702
432,2013-01-28,434482,ACTIVE,21,2006-12-19,2013-08-31,"STEPHAN, MICHAEL ASHAK","1459 MELROSE AVE, CHULA VISTA, CA  91911",0133.06,"BOBAR LIQUOR 4","",3702
433,2013-01-28,436147,ACTIVE,20,2006-03-16,2013-06-30,"7 ELEVEN INC","1475 MELROSE AVE, CHULA VISTA, CA  91911",0133.06,"7 ELEVEN STORE 13578","PO BOX 219088 DALLAS, TX  75221-9088",3702
434,2013-01-28,511038,ACTIVE,20,2011-08-15,2013-07-31,"HOLY EXPLETIVE INC","417 MILAGROSA CIR, CHULA VISTA, CA  91910-8007",0134.12,"HOLY EXPLETIVE INC","",3702
435,2013-01-28,18236,ACTIVE,20,1976-02-10,2013-06-30,"KAMPGROUND ENTERPRISES INC","111 N 2ND AVE, CHULA VISTA, CA  91910",0123.03,"SAN DIEGO METRO KOA","",3702
436,2013-01-28,463093,SUREND,20,2008-08-28,2013-06-30,"WAL MART STORES INC","75 N BROADWAY, CHULA VISTA, CA  91910-1417",0124.01,"WAL MART STORE 2291","702 SW 8TH ST, DEPT 8916 ATTN: MARIBEL LA CHANCE BENTONVILLE, AR  72716-0555",3702
437,2013-01-28,504033,ACTIVE,21,2011-08-05,2013-06-30,"WAL MART STORES INC","75 N BROADWAY, CHULA VISTA, CA  91910-1417",0124.01,"WAL MART STORE 2291","702 SW 8TH ST, DEPT 8916 ATTN: MARIBEL LA CHANCE BENTONVILLE, AR  72716-0555",3702
438,2013-01-28,243731,ACTIVE,20,1990-04-16,2013-01-31,"KAKAYI, AMIN A","287 NAPLES ST, CHULA VISTA, CA  91911",0131.02,"BOL BOL PRODUCE MARKET","",3702
439,2013-01-28,435799,ACTIVE,20,2006-03-23,2013-06-30,"7 ELEVEN INC","7 NAPLES ST, CHULA VISTA, CA  91911",0131.02,"7 ELEVEN 2131 29540","PO BOX 219088 DALLAS, TX  75221-9088",3702
440,2013-01-28,462568,ACTIVE,21,2008-01-28,2013-09-30,"MSJ INC","21 NAPLES ST, CHULA VISTA, CA  91911-2205",0131.02,"SQUARE BOTTLE LIQUOR","",3702
441,2013-01-28,412972,ACTIVE,20,2005-02-22,2013-06-30,"CHEVRON STATIONS INC","2115 OLYMPIC PKWY, CHULA VISTA, CA  91915",0133.10,"CHEVRON 301124","PO BOX 2292, BUSINESS LICENSE & PERMIT BREA, CA  92822-2292",3702
442,2013-01-28,212800,ACTIVE,21,1989-05-08,2013-06-30,"THRIFTY PAYLESS INC","740 OTAY LAKES RD, CHULA VISTA, CA  91910",0134.21,"RITE AID STORE 5614","2600 CAPITOL AVE, STE 300 SACRAMENTO, CA  95816-5930",3702
443,2013-01-28,407359,ACTIVE,21,2003-12-31,2013-06-30,"RALPHS GROCERY COMPANY","780 OTAY LAKES RD, CHULA VISTA, CA  91910",0134.21,"RALPHS 75","PO BOX 54143 LOS ANGELES, CA  90054-0143",3702
444,2013-01-28,521854,ACTIVE,41,2012-08-23,2013-07-31,"CHIPOTLE MEXICAN GRILL INC","720 OTAY LAKES RD, CHULA VISTA, CA  91910",0134.21,"CHIPOTLE MEXICAN GRILL","1401 WYNKOOP ST, STE 500 ATTN LICENSING DENVER, CO  80202-1729",3702
445,2013-01-28,449634,ACTIVE,21,2007-03-16,2013-02-28,"TOMA, WALEED O","939 OTAY LAKES RD, CHULA VISTA, CA  91913-3002",0134.16,"SOUTHWEST LIQUOR","",3702
446,2013-01-28,469098,ACTIVE,20,2008-10-23,2013-06-30,"7 ELEVEN INC","913 OTAY LAKES RD, CHULA VISTA, CA  91913-3002",0134.16,"7 ELEVEN 13586","PO BOX 219088 DALLAS, TX  75221-9088",3702
447,2013-01-28,309476,ACTIVE,21,1996-01-24,2013-06-30,"VONS COMPANIES INC THE","2250 OTAY LAKES RD, CHULA VISTA, CA  91915",0133.11,"VONS 2071","PO BOX 29096 PHOENIX, AZ  85038-9096",3702
448,2013-01-28,316461,ACTIVE,21,1996-03-14,2013-06-30,"THRIFTY PAYLESS INC","2230 OTAY LAKES RD, CHULA VISTA, CA  91915",0133.11,"RITE AID STORE 5617","2600 CAPITOL AVE, STE 300 SACRAMENTO, CA  95816-5930",3702
449,2013-01-28,518387,ACTIVE,42,2012-09-12,2013-08-31,"BEVERAGES & MORE INC","2237 OTAY LAKES RD, CHULA VISTA, CA  91915",0134.19,BEVMO,"1401 WILLOW PASS RD, STE 900 CONCORD, CA  94520-7968",3702
450,2013-01-28,518387,ACTIVE,21,2012-09-12,2013-08-31,"BEVERAGES & MORE INC","2237 OTAY LAKES RD, CHULA VISTA, CA  91915",0134.19,BEVMO,"1401 WILLOW PASS RD, STE 900 CONCORD, CA  94520-7968",3702
451,2013-01-28,509239,ACTIVE,47,2011-05-27,2013-04-30,"ISLANDS RESTAURANTS L-PSHIP","2255 OTAY LAKES RD, CHULA VISTA, CA  91915-1001",0134.19,"ISLANDS FINE BURGERS & DRINKS","5750 FLEET ST STE 120 CARLSBAD, CA  92008-4709",3702
452,2013-01-28,441330,ACTIVE,47,2009-05-01,2013-04-30,"PESCADOS Y MARISCOS HECTORS INC","2305 OTAY LAKES RD, # 201, CHULA VISTA, CA  91915-1161",0134.19,"PESCADOS Y MARISCOS HECTORS","",3702
453,2013-01-28,342104,ACTIVE,41,1998-06-19,2013-05-31,"DLISH INC","2260 OTAY LAKES RD, STE 101, CHULA VISTA, CA  91915",0133.11,"DLISH EXPRESS","386 E H ST, STE 211 CHULA VISTA, CA  91910",3702
454,2013-01-28,325327,ACTIVE,41,1996-12-13,2013-11-30,"SHANN, ANBANG","2260 OTAY LAKES RD, STE 104, CHULA VISTA, CA  91915",0133.11,"PANDA CHEF LLC","",3702
455,2013-01-28,416322,ACTIVE,41,2004-09-22,2013-10-31,"SUSHI UNLIMITED INC","2275 OTAY LAKES RD, STE 118, CHULA VISTA, CA  91915",0134.19,"BENTO & NOODLES","",3702
456,2013-01-28,520349,ACTIVE,41,2012-06-29,2013-05-31,"PREMIER FOOD CONCEPTS LLC","2275 OTAY LAKES RD, STE 119, CHULA VISTA, CA  91915-1159",0134.19,"LUNA GRILL","9255 TOWNE CENTRE DR, STE 950 SAN DIEGO, CA  92121-3067",3702
457,2013-01-28,484124,ACTIVE,41,2010-07-07,2013-06-30,"KICK N WINGS INC","2315 OTAY LAKES RD, STE 301, CHULA VISTA, CA  91915-1162",0134.19,"WINGS N THINGS","",3702
458,2013-01-28,433314,ACTIVE,41,2006-01-04,2013-12-31,"MANDARIN CHINESE RESTAURANT LLC","945 OTAY LAKES RD, STE A, CHULA VISTA, CA  91913",0134.16,"MANDARIN CHINESE RESTAURANT","",3702
459,2013-01-28,517562,ACTIVE,41,2012-05-11,2013-04-30,"SIMON AND CINDY INC","945 OTAY LAKES RD, STE C & D, CHULA VISTA, CA  91913",0134.16,"PHO CONVOY NOODLE HOUSE","",3702
460,2013-01-28,524777,ACTIVE,41,2012-09-28,2013-08-31,"CHO, SEOG MIN","945 OTAY LAKES RD, STE M & N, CHULA VISTA, CA  91913-3055",0134.16,"I SUSHI","2895 MORNING CREEK RD CHULA VISTA, CA  91914",3702
461,2013-01-28,358089,ACTIVE,47,1999-12-02,2013-11-30,"GUTIERREZ, MARIA TERESA","2220 OTAY LAKES RD, STES 505 & 506, CHULA VISTA, CA  91915",0133.11,"ALEJANDROS MEXICAN BAR & GRILL","",3702
462,2013-01-28,407360,ACTIVE,21,2003-12-31,2013-06-30,"RALPHS GROCERY COMPANY","660 PALOMAR ST, CHULA VISTA, CA  91911",0131.03,"FOOD 4 LESS 780","PO BOX 54143 LOS ANGELES, CA  90054-0143",3702
463,2013-01-28,479305,ACTIVE,20,2009-07-09,2013-06-30,"ATTISHA ENTERPRISES INC","800 PALOMAR ST, CHULA VISTA, CA  91911-2616",0131.03,"PALOMAR ARCO","7788 UNIVERSITY AVE LA MESA, CA  91942",3702
464,2013-01-28,451788,ACTIVE,20,2007-06-27,2013-06-30,"7 ELEVEN INC","689 PALOMAR ST, CHULA VISTA, CA  91911-2623",0132.05,"7 ELEVEN 33715","PO BOX 219088 DALLAS, TX  75221-9088",3702
465,2013-01-28,480215,ACTIVE,41,2009-12-14,2013-11-30,"GUTIERREZ, JUANA","311-13 PALOMAR ST, CHULA VISTA, CA  91911-3110",0132.03,"EL DORADO","",3702
466,2013-01-28,456283,ACTIVE,41,2007-08-21,2013-07-31,"JHD INVESTMENT GROUP INC","651 PALOMAR ST, STE A23 & 24, CHULA VISTA, CA  91911-2663",0132.05,"MARISCOS GODOY","",3702
467,2013-01-28,297541,ACTIVE,47,1994-10-06,2013-09-30,"BRINKER RESTAURANT CORPORATION","800 PASEO DEL REY, CHULA VISTA, CA  91910",0134.20,"CHILIS GRILL & BAR","6820 LBJ FWY, ATTN LEGAL DEPARTMENT DALLAS, TX  75240-6515",3702
468,2013-01-28,321145,ACTIVE,20,1996-10-10,2013-09-30,"CHEVRON STATIONS INC","770 PLAZA CT, CHULA VISTA, CA  91910",0134.20,CHEVRON,"PO BOX 2292, BUSINESS LICENSE & PERMIT BREA, CA  92822-2292",3702
469,2013-01-28,441649,ACTIVE,21,2007-03-19,2013-06-30,"NEW ALBERTSONS INC","2310 PROCTOR VALLEY RD, CHULA VISTA, CA  91914",0134.19,"ALBERTSONS 6759","PO BOX 20 BOISE, ID  83726-0020",3702
470,2013-01-28,445100,ACTIVE,47,2007-06-18,2013-05-31,"CAPRI EAST LLC","2330 PROCTOR VALLEY RD, STE 101, CHULA VISTA, CA  91914-6005",0134.00,"CAPRI II","",3702
471,2013-01-28,465404,ACTIVE,41,2008-03-28,2013-07-31,"KIM, JAMES KWANG","2322 PROCTOR VALLEY RD, STE 104, CHULA VISTA, CA  91914-2014",0134.10,"KYOTO SUSHI FRESH JAPANESE GRILL","",3702
472,2013-01-28,508560,ACTIVE,41,2011-12-15,2013-11-30,"YEATON, KWANMUANG","2326 PROCTOR VALLEY RD, STE 104, CHULA VISTA, CA  91914-6004",0134.10,"MEA KWAN THAI CUISINE","380 BRYAN POINT DR CHULA VISTA, CA  91914-5208",3702
473,2013-01-28,369804,ACTIVE,20,2000-11-13,2013-10-31,"CHULA VISTA MARINA RV PARK LTD L-PSHIP","460 SANDPIPER WAY, CHULA VISTA, CA  91910",0126.00,"CHULA VISTA GENERAL STORE","",3702
474,2013-01-28,481680,ACTIVE,47,2009-09-24,2013-08-31,"EASTLAKE TAVERN & BOWL LLC","881 SHOWROOM PL, STE 100, CHULA VISTA, CA  91914-3624",0134.19,"EASTLAKE TAVERN & BOWL","930 MARKET ST SAN DIEGO, CA  92101-7232",3702
475,2013-01-28,14350,ACTIVE,48,1974-12-01,2013-10-31,"SILVIA, BARBARA C","684 TELEGRAPH CANYON RD, CHULA VISTA, CA  91910",0133.09,"ARCHWAY LOUNGE THE","",3702
476,2013-01-28,361714,ACTIVE,20,2000-01-28,2013-06-30,"7 ELEVEN INC","415 TELEGRAPH CANYON RD, CHULA VISTA, CA  91910",0134.01,"7 ELEVEN 2131 13568","PO BOX 219088 DALLAS, TX  75221-9088",3702
477,2013-01-28,375954,ACTIVE,20,2001-06-11,2013-05-31,"BISHARAT, RAED SALEEM","501 TELEGRAPH CANYON RD, CHULA VISTA, CA  91910",0134.09,"TELEGRAPH CANYON UNION","",3702
478,2013-01-28,381828,ACTIVE,20,2002-01-29,2013-12-31,"CALIFORNIA FINEST OIL","404 TELEGRAPH CANYON RD, CHULA VISTA, CA  91910",0133.01,"CANYON 76 & CIRCLE K","",3702
479,2013-01-28,39265,ACTIVE,21,1979-01-11,2013-06-30,"VONS COMPANIES INC THE","505 TELEGRAPH CANYON RD, CHULA VISTA, CA  91910",0134.09,"VONS 2006","PO BOX 29096 PHOENIX, AZ  85038-9096",3702
480,2013-01-28,62236,ACTIVE,21,1983-05-06,2013-06-30,"THRIFTY PAYLESS INC","507 TELEGRAPH CANYON RD, CHULA VISTA, CA  91910",0134.09,"RITE AID STORE 5615","2600 CAPITOL AVE, STE 300 SACRAMENTO, CA  95816-5930",3702
481,2013-01-28,435396,ACTIVE,47,1994-01-01,2013-04-30,"RUFF LIFE LLC","421 TELEGRAPH CANYON RD, CHULA VISTA, CA  91910-6335",0134.01,"CANYON CLUB","934 DOWNEY CT CHULA VISTA, CA  91911-7015",3702
482,2013-01-28,483229,ACTIVE,41,2009-12-21,2013-11-30,"P HAN INC","539 TELEGRAPH CANYON RD, CHULA VISTA, CA  91910-6436",0134.09,"PHO HIEP & GRILL","",3702
483,2013-01-28,485095,ACTIVE,41,2010-02-10,2013-01-31,"NEW MANDARIN CANTON LLC","543 TELEGRAPH CANYON RD, CHULA VISTA, CA  91910-6436",0134.09,"NEW MANDARIN CANTON CHINESE RESTAURANT","",3702
484,2013-01-28,523992,ACTIVE,41,2012-08-29,2013-07-31,"TAISIN AMERICA INC","509 TELEGRAPH CANYON RD, CHULA VISTA, CA  91910-6436",0134.09,"KOREAN KITCHEN","2895 MORNING CREEK RD CHULA VISTA, CA  91914",3702
