address,city,state,zip
"10300 Park Avenue ",SANTEE,CA,92071
"2200 Levante Street ",CARLSBAD,CA,92009
"1900 Cam Dela Cruz ","CHULA VISTA",CA,""
"1600 Citrus Hills Lane ","",CA,92027
"1100 05 Th Street ","IMPERIAL BEACH",CA,91932
"1100 Tower Place ",VISTA,CA,92083
"8800 Golf Drive ","SPRING VALLEY",CA,91977
"3900 Darwin Avenue ","SAN DIEGO",CA,92154
"500 Charles Drive ",OCEANSIDE,CA,92057
"2200 Palermo Drive ","SAN DIEGO",CA,92106
"3000 Cam Aleta ","SAN DIEGO",CA,92154
"5300 Wightman Street ","SAN DIEGO",CA,92105
"3400 Mission Boulevard ","SAN DIEGO",CA,92109
"100 W Palm Avenue ","EL CAJON",CA,92020
"500 Trailridge Drive ","CHULA VISTA",CA,91902
"4700 Diane Avenue ","SAN DIEGO",CA,92117
"200 Hihill Way ","EL CAJON",CA,92020
"1900 N Coast Highway 101 ",ENCINITAS,CA,92024
"1600 Hotel Circle S ","SAN DIEGO",CA,""
"1900 Una Street ","SAN DIEGO",CA,92113
"1600 Dawson Drive ",VISTA,CA,92081
"900 East Mission Bay Drive ","SAN DIEGO",CA,""
"1700 La Playa Avenue ","SAN DIEGO",CA,92109
"10700 Sunset Ridge Drive ","SAN DIEGO",CA,92131
"800 Alvin Street ","SAN DIEGO",CA,92114
"400 G Avenue ","NATIONAL CITY",CA,91950
"1400 W Puls Street ",OCEANSIDE,CA,92054
"6800 Central Avenue ","LEMON GROVE",CA,91945
"1800 Cobble Creek Road ","CHULA VISTA",CA,""
"3300 Wittman Way ","SAN DIEGO",CA,92173
"3400 Plaza Boulevard ","SAN DIEGO",CA,""
"4300 Park Boulevard ","SAN DIEGO",CA,92103
"900 Birchview Drive ",ENCINITAS,CA,92024
"2000 Cordero Road ","SAN DIEGO",CA,92014
"3000 Seville Street ","SAN DIEGO",CA,92110
"3000 Kellogg Street ","SAN DIEGO",CA,92106
"5800 Cam De La Costa ","SAN DIEGO",CA,92037
"700 Academy Drive ","SOLANA BEACH",CA,92075
"1100 Columbia Street ","SAN DIEGO",CA,92101
"6700 Wunderlin Avenue ","SAN DIEGO",CA,92114
"2200 Moore Street ","SAN DIEGO",CA,92110
"100 Mitscher Street ","CHULA VISTA",CA,91910
"200 Fredricks Avenue ",OCEANSIDE,CA,92054
"200 Lyon Circle ",VISTA,CA,92083
"1800 W Washington Street ","SAN DIEGO",CA,92103
"7200 Viewcrest Drive ","SAN DIEGO",CA,92114
"400 I Avenue ","NATIONAL CITY",CA,91950
"4000 46 Th Street ","COUNTY UNINCORPORATED",CA,""
"1400 Marjorie Avenue ",ESCONDIDO,CA,92027
"500 Montview Drive ",ESCONDIDO,CA,92025
"1900 La Siesta Way ","NATIONAL CITY",CA,91950
"13800 Nob Avenue ","SAN DIEGO",CA,92014
"3900 Pacific Highway ","SAN DIEGO",CA,92110
"4700 Fir Street ","SAN DIEGO",CA,92102
"1400 Shoshone Street ",OCEANSIDE,CA,92054
"1900 Harbor Island Drive ","SAN DIEGO",CA,92101
"13300 Evening Creek Drive ","SAN DIEGO",CA,""
"15700 Bernardo Center Drive ","SAN DIEGO",CA,92127
"12700 Julian Avenue ",LAKESIDE,CA,92040
"1800 University Avenue ","SAN DIEGO",CA,92103
"3800 Marron Street ","SAN DIEGO",CA,92115
"2500 Lozana Road ","SAN DIEGO",CA,92014
"700 Camelot Parkway ","EL CAJON",CA,92019
"5300 Eastgate Mall ","SAN DIEGO",CA,92121
"16300 Alpine Boulevard ","",CA,91901
"5000 Churchward Street ","SAN DIEGO",CA,""
"10500 Sand Crab Place ","SAN DIEGO",CA,92130
"8300 Lake Ben Avenue ","SAN DIEGO",CA,92119
"13200 Gregg Street ",POWAY,CA,92064
"20400 Sr - 76 ","PAUMA VALLEY",CA,92082
"17300 Via Del Bravo ","RANCHO SANTA FE",CA,92067
"8100 Balboa Avenue ","SAN DIEGO",CA,92111
"900 Hawaii Avenue ","SAN DIEGO",CA,92154
"2300 Juan Street ","SAN DIEGO",CA,92103
"800 Orion Way ","SAN MARCOS",CA,92078
"200 W Bobier Drive ",VISTA,CA,92083
"14900 Penasquitos Drive ","SAN DIEGO",CA,92129
"900 N 04 Th ","EL CAJON",CA,""
"200 S Horne Street ",OCEANSIDE,CA,92054
"10900 Broken Wheel Road ",LAKESIDE,CA,92040
"3800 32 Nd Street ","SAN DIEGO",CA,92104
"100 Kingston Court ",CORONADO,CA,""
"900 N 04 Th Street ","EL CAJON",CA,""
"900 Pierview Way ",OCEANSIDE,CA,92054
"4100 Decoro Street ","SAN DIEGO",CA,92122
"2700 Calhoun Street ","SAN DIEGO",CA,92110
"1100 Grape Street ","SAN DIEGO",CA,""
"1300 Long View Drive ","CHULA VISTA",CA,91915
"300 S Ivy Street ",ESCONDIDO,CA,92025
"2500 J Avenue ","NATIONAL CITY",CA,91950
"600 N Horne Street ",OCEANSIDE,CA,92054
"2000 Jamul Drive ","",CA,92019
"2000 Pierino Drive ","SAN DIEGO",CA,92114
"200 Grape Street ","SAN DIEGO",CA,92101
"5800 Desert View Drive ","SAN DIEGO",CA,92037
"4100 Raya Way ","SAN DIEGO",CA,92122
"800 La Strada Drive ",FALLBROOK,CA,92028
"1100 Manchester Street ","NATIONAL CITY",CA,91950
"1000 Pinto Court ","SAN MARCOS",CA,92069
"18500 Rancho Vista Drive ",RAMONA,CA,92065
"4200 Avati Drive ","SAN DIEGO",CA,92117
"3000 Morena Boulevard ","SAN DIEGO",CA,92117
"12200 Frontera Road ","SAN DIEGO",CA,92128
"9000 Stargaze Avenue ","SAN DIEGO",CA,92129
"1500 Palm Avenue ","NATIONAL CITY",CA,91950
"1500 L Avenue ","NATIONAL CITY",CA,91950
"1700 Pala Mission Road ",PALA,CA,92059
"5100 Guava Avenue ","LA MESA",CA,91941
"10200 Bell Gardens Drive ",SANTEE,CA,92071
"10900 Clairemont Mesa Boulevard ","SAN DIEGO",CA,92124
"3200 Central Avenue ","SAN DIEGO",CA,92105
"11300 Calenda Road ","SAN DIEGO",CA,92127
"11900 Bajada Road ","SAN DIEGO",CA,92128
"6100 El Cam Real ",CARLSBAD,CA,92009
"1600 10 Th Avenue ","SAN DIEGO",CA,92101
"800 Diamond Drive ","CHULA VISTA",CA,91911
"700 Harbor Cliff Way ",OCEANSIDE,CA,92054
"3000 Minuteman Street ","SAN DIEGO",CA,92124
"3100 Orleans East ","SAN DIEGO",CA,92110
"8100 Lake Adlon Drive ","SAN DIEGO",CA,92119
"700 Portside Place ","SAN DIEGO",CA,92154
"5200 Westport View Drive ","SAN DIEGO",CA,92154
"17000 Via Del Campo ","SAN DIEGO",CA,92127
"10000 Tree Haven Court ","SAN DIEGO",CA,92131
"400 Ebbs Street ","SAN DIEGO",CA,""
"3500 Gorge Place ",CARLSBAD,CA,92008
"300 Pismo Bay Court ",OCEANSIDE,CA,92057
"1400 Beechtree Road ","SAN MARCOS",CA,92078
"2600 Valencia Canyon ","SPRING VALLEY",CA,91977
"4100 Pallon Court ","SAN DIEGO",CA,92124
"2000 Cardinal Drive ","SAN DIEGO",CA,92123
"1900 Yettford Road ","",CA,92083
"1600 Copper Penny Drive ","CHULA VISTA",CA,91915
"1600 Cte Ladera ",ESCONDIDO,CA,92025
"6700 El Cajon Boulevard ","SAN DIEGO",CA,92115
"5300 Overland Avenue ","SAN DIEGO",CA,92123
"4700 Printwood Court ","SAN DIEGO",CA,92117
"2700 Abejorro Street ",CARLSBAD,CA,92009
"3800 Market Street ","SAN DIEGO",CA,92102
"3500 Browning Street ","SAN DIEGO",CA,92106
"6700 Dwane Avenue ","SAN DIEGO",CA,92120
"2100 Carmel Valley Road ","SAN DIEGO",CA,92014
"2500 Coyote Ridge Terrace ","CHULA VISTA",CA,91915
"1000 Bostonia Street ","EL CAJON",CA,92021
"3100 Hawthorn Street ","SAN DIEGO",CA,92104
"2700 Derringer Place ",ESCONDIDO,CA,92027
"3800 Lake Circle Drive ",FALLBROOK,CA,92028
"10200 Sienna Ridge Place ","",CA,92127
"1300 Carlton ","SAN DIEGO",CA,""
"11800 Avenue Of Industry ","SAN DIEGO",CA,92128
"2300 Oceanside Boulevard ",OCEANSIDE,CA,92054
"5200 Guessman Avenue ","LA MESA",CA,91942
"6300 El Cam Real ",CARLSBAD,CA,92009
"4700 Jewell Street ","SAN DIEGO",CA,92109
"400 Prather Place ","SPRING VALLEY",CA,91977
"5600 Tumbleweed Way ",OCEANSIDE,CA,92057
"10100 Camto Jovial ","SAN DIEGO",CA,92126
"8200 Otay Mesa Road ","SAN DIEGO",CA,92154
"1300 Stoneridge Circle ",ESCONDIDO,CA,92029
"9400 Domer Road ",SANTEE,CA,92071
"1300 Welsh Way ",RAMONA,CA,92065
"300 N 02 Nd Street ","SAN DIEGO",CA,""
"8600 Anrol Avenue ","SAN DIEGO",CA,92123
"2000 Siegle Drive ","LEMON GROVE",CA,91945
"1000 Warmlands Avenue ",VISTA,CA,92084
"600 10 Th Street ","IMPERIAL BEACH",CA,91932
"400 Chestnut Avenue ","SAN MARCOS",CA,92069
"9000 Mission Gorge Road ","SAN DIEGO",CA,92124
"4500 Oregon Street ","SAN DIEGO",CA,92116
"12700 Papago Drive ",POWAY,CA,92064
"600 San Miguel Avenue ","SAN DIEGO",CA,92113
"700 Paso De Luz ","CHULA VISTA",CA,91911
"1600 29 Th Street ","SAN DIEGO",CA,92102
"800 E Valley Parkway ",ESCONDIDO,CA,92025
"1500 Katella Way ",ESCONDIDO,CA,92027
"1200 India Street ","SAN DIEGO",CA,92101
"8200 Avnda Navidad ","SAN DIEGO",CA,92122
"1200 S 30 Th Street ","SAN DIEGO",CA,92113
"100 Roanoke Road ","EL CAJON",CA,92020
"7100 Viewcrest Drive ","SAN DIEGO",CA,92114
"300 61 St Street ","SAN DIEGO",CA,92114
"200 E 06 Th Avenue ",ESCONDIDO,CA,92025
"10200 Alphonse Street ",SANTEE,CA,92071
"1600 Big Dipper Way ","SAN DIEGO",CA,92173
"3100 Tequila Way ","SAN DIEGO",CA,92173
"4600 East Talmadge Drive ","SAN DIEGO",CA,92116
"800 Marina Parkway ","CHULA VISTA",CA,""
"400 Coast Boulevard ","SAN DIEGO",CA,92037
"1600 L Avenue ","NATIONAL CITY",CA,91950
"8300 Ruelle Court ",SANTEE,CA,92071
"6400 Edmonds Street ","SAN DIEGO",CA,92114
"7700 Dancy Road ","SAN DIEGO",CA,92126
"1600 Missouri Street ","SAN DIEGO",CA,92109
"4100 Pepper Drive ","SAN DIEGO",CA,92105
"800 Kettner Boulevard ","SAN DIEGO",CA,92101
"9500 Oviedo Street ","SAN DIEGO",CA,92129
"1600 Folkestone Street ","SPRING VALLEY",CA,91977
"11000 Forestview Lane ","SAN DIEGO",CA,92131
"9100 Inverness Road ",SANTEE,CA,92071
"700 Eugenice Avenue ","COUNTY UNINCORPORATED",CA,""
"3400 Ediwhar Avenue ","SAN DIEGO",CA,92123
"200 N Rancho Santa Fe Road ","SAN MARCOS",CA,92069
"6800 El Fuerte Street ",CARLSBAD,CA,92009
"1100 N Magnolia Avenue ","EL CAJON",CA,92020
"1800 Avnda Del Oro ",OCEANSIDE,CA,92056
"2400 Melru Lane ","",CA,92026
"3500 Imperial Avenue ","SAN DIEGO",CA,92113
"12500 Cavallo Street ","SAN DIEGO",CA,92130
"6500 Jaffee Court ","SAN DIEGO",CA,""
"700 Eugenie Avenue ",ENCINITAS,CA,92024
"7100 Danawoods ","SAN DIEGO",CA,""
"700 S Midway Drive ",ESCONDIDO,CA,92027
"300 E Rienstra Street ","CHULA VISTA",CA,91911
"1200 Rainbow Crest Road ",FALLBROOK,CA,92028
"300 Discovery Street ","SAN MARCOS",CA,92078
"1500 Air Wing Road ","SAN DIEGO",CA,92154
"2400 Torrey Pines Road ","SAN DIEGO",CA,92037
"11000 Flintkote Avenue ","SAN DIEGO",CA,92121
"300 Enterprise Street ","SAN MARCOS",CA,92078
"1100 S 39 Th Street ","SAN DIEGO",CA,92113
"4500 Saratoga Avenue ","SAN DIEGO",CA,92107
"19100 Lyons Valley Road ",JAMUL,CA,91935
"1200 W Valley Parkway ",ESCONDIDO,CA,92029
"5600 Carroll Canyon Road ","SAN DIEGO",CA,92121
"4300 Corinth Street ","SAN DIEGO",CA,92115
"700 33 Rd Street ","SAN DIEGO",CA,92102
"6600 Omega Drive ","SAN DIEGO",CA,92139
"2200 Columbia Street ","SAN DIEGO",CA,92101
"12800 Campo Road ","",CA,91978
"12500 Stowe Drive ",POWAY,CA,92064
"1900 Ebers Street ","SAN DIEGO",CA,92107
"1300 Don Carlos Court ","CHULA VISTA",CA,91910
"700 Los Vallecitos Boulevard ","SAN MARCOS",CA,92069
"1100 Cam Biscay ","CHULA VISTA",CA,91910
"100 E Prospect Street ","CHULA VISTA",CA,91911
"2400 Sarbonne Drive ",OCEANSIDE,CA,92054
"8800 Cottonwood Avenue ",SANTEE,CA,92071
"400 Verde Ridge Court ","SPRING VALLEY",CA,91977
"700 Elm Avenue ","IMPERIAL BEACH",CA,91932
"4700 Resmar Road ","",CA,91941
"3700 Dana Place ","SAN DIEGO",CA,92103
"5800 Uhl Street ","SAN DIEGO",CA,92105
"9400 Black Mtn Road ","SAN DIEGO",CA,92126
"800 Soft Wind Road ",VISTA,CA,92081
"9000 Lake Murray Boulevard ","SAN DIEGO",CA,92119
"200 Countrywood Lane ",ENCINITAS,CA,92024
"12100 Branicole Lane ","SAN DIEGO",CA,92129
"4000 Wightman Street ","SAN DIEGO",CA,92105
"6800 Flanders Drive ","SAN DIEGO",CA,92121
"6400 Marindustry Drive ","SAN DIEGO",CA,92121
"2200 Crandall Drive ","SAN DIEGO",CA,92111
"300 Via Del Norte ","SAN DIEGO",CA,92037
"600 Oceanside Boulevard ",OCEANSIDE,CA,92054
"4500 Clairemont Drive ","SAN DIEGO",CA,92117
"5200 Marigot Place ","SAN DIEGO",CA,92124
"5600 Shasta Daisy Trail ","SAN DIEGO",CA,92130
"2300 Cleveland Avenue ","NATIONAL CITY",CA,91950
"9700 Benavente Place ","SAN DIEGO",CA,92129
"4800 Market Street ","SAN DIEGO",CA,92102
"1100 Walnut Avenue ","CHULA VISTA",CA,91911
"500 E Washington Avenue ",ESCONDIDO,CA,92025
"1400 Camino Del Reina N ","SAN DIEGO",CA,""
"5200 Via Tizon ",OCEANSIDE,CA,92057
"13200 Creekside Lane ",POWAY,CA,92064
"30400 Rose Lane ",BONSALL,CA,92003
"200 N Main Avenue ",FALLBROOK,CA,92028
"4200 Monroe Avenue ","SAN DIEGO",CA,92116
"13200 Creekside Lane ","COUNTY UNINCORPORATED",CA,92064
"6400 Bell Bluff Avenue ","SAN DIEGO",CA,92119
"2600 Lincoln Avenue ","SAN DIEGO",CA,92104
"4000 Ecochee Avenue ","SAN DIEGO",CA,92117
"25300 Pappas Road ",RAMONA,CA,92065
"700 Van Nuys Street ","SAN DIEGO",CA,92109
"900 E 24 Th Street ","NATIONAL CITY",CA,91950
"3300 Via Marin ","SAN DIEGO",CA,92037
"1200 Mc Kinley Avenue ","NATIONAL CITY",CA,91950
"700 Tolita Avenue ",CORONADO,CA,92118
"6700 Saranac Street ","SAN DIEGO",CA,92115
"200 Azul Way ",OCEANSIDE,CA,92057
"1900 Mtn Vista Drive ",ENCINITAS,CA,92024
"3200 School Lane ","LEMON GROVE",CA,91945
"4000 Landis Street ","SAN DIEGO",CA,92105
"2200 Sea Cliff Way ",OCEANSIDE,CA,92056
"8000 Morocco Drive ","LA MESA",CA,91942
"15900 Old Hwy 80 ","",CA,""
"8300 Bryn Glen Way ","SAN DIEGO",CA,92129
"1500 Knob Hill Road ","SAN MARCOS",CA,92069
"9200 Cam Paz Lane ","SPRING VALLEY",CA,91941
"1300 33 Rd Street ","SAN DIEGO",CA,92102
"2500 Lake Morena Drive ",CAMPO,CA,91906
"1600 Lone Oak Road ","",CA,92084
"13500 Paseo Del Mar ","",CA,92021
"120000 Calle De Leon ","SAN DIEGO",CA,""
"7900 Clairemont Mesa Boulevard ","SAN DIEGO",CA,92111
"4900 Frink Avenue ","SAN DIEGO",CA,92117
"3700 Curlew Street ","SAN DIEGO",CA,92103
"3800 30 Th Street ","SAN DIEGO",CA,92104
"2400 Neoma Street ","SAN DIEGO",CA,92109
"1700 Berrydale Street ","EL CAJON",CA,92021
"100 Tasman Place ","SAN DIEGO",CA,92114
"2300 Westwood Street ","SAN DIEGO",CA,92139
"6000 Lindo Paseo ","SAN DIEGO",CA,92115
"1900 Versailles Road ","CHULA VISTA",CA,91913
"1000 05 Th Avenue ","CHULA VISTA",CA,91911
"2300 Carlsbad Boulevard ",CARLSBAD,CA,92008
"8200 Rockview Drive ",LAKESIDE,CA,92021
"2700 Haymar Drive ",CARLSBAD,CA,92008
"7000 Delos Drive ","SAN DIEGO",CA,92139
"1300 Wooden Valley Street ","CHULA VISTA",CA,""
"300 S Hickory Street ",ESCONDIDO,CA,92025
"1900 Privado Glen ",ESCONDIDO,CA,92029
"14200 Camta Taugus ","SAN DIEGO",CA,""
"1000 Essex Street ","SAN DIEGO",CA,92103
"500 Grand Avenue ","SPRING VALLEY",CA,91977
"300 Forest Place ",VISTA,CA,92083
"1800 Terry Lane ","NATIONAL CITY",CA,91950
"700 Sunningdale Drive ",OCEANSIDE,CA,92057
"4900 Sterling Grove Lane ","SAN DIEGO",CA,92130
"2500 Del Mar Heights Road ","SAN DIEGO",CA,92014
"1200 Calle Avenue ","IMPERIAL BEACH",CA,""
"2000 Catalina Boulevard ","SAN DIEGO",CA,92107
"5100 Tecolote Road ","SAN DIEGO",CA,92110
"8900 Los Coches Road ",LAKESIDE,CA,92040
"500 Benet Road ",OCEANSIDE,CA,92054
"8100 Aedan Court ","SAN DIEGO",CA,92120
"5000 Los Morros Way ",OCEANSIDE,CA,92057
"1200 Railroad Street ",JACUMBA,CA,91934
"2500 S Escondido Boulevard ",ESCONDIDO,CA,92025
"1000 Pyramid Street ","SAN DIEGO",CA,92114
"3500 Lake Park Avenue ",FALLBROOK,CA,92028
"8200 Calle Minas ","SAN DIEGO",CA,92126
"2600 Marathon Drive ","SAN DIEGO",CA,92123
"2400 02 Nd Avenue ","SAN DIEGO",CA,92101
"9300 St George Street ","SPRING VALLEY",CA,91977
"30200 Lilac Road ","VALLEY CENTER",CA,92082
"15700 Paseo Del Sur ","SAN DIEGO",CA,92127
"4200 Conquistador ",OCEANSIDE,CA,92056
"2700 C Street ",JULIAN,CA,92036
"4000 Cte Tierra Alta ","SPRING VALLEY",CA,91941
"7300 Viewcrest Drive ","SAN DIEGO",CA,92114
"9200 Adolphia Street ","SAN DIEGO",CA,92129
"3100 Ocean Street ",CARLSBAD,CA,92008
"3200 Ocean Street ",CARLSBAD,CA,92008
"700 W E Street ","SAN DIEGO",CA,92101
"6900 Mt Vernon Street ","LEMON GROVE",CA,91945
"8000 Topaz Lake Avenue ","SAN DIEGO",CA,92119
"8700 Jackie Drive ","SAN DIEGO",CA,92119
"9400 Pala Road ",PALA,CA,92059
"1500 Gibson Street ","SAN DIEGO",CA,92114
"1000 Los Alisos North ",FALLBROOK,CA,92028
"4500 Eastgate Mall ","SAN DIEGO",CA,92121
"5800 Vale Way ","SAN DIEGO",CA,92115
"8200 Austin Hills Court ","SAN DIEGO",CA,""
"2400 Melru Lane ",ESCONDIDO,CA,""
"8600 Spring Vista Way ","SPRING VALLEY",CA,91977
"1300 Hinrichs Way ",ESCONDIDO,CA,92027
"2700 F Avenue ","NATIONAL CITY",CA,91950
"3000 Malaga Street ","SAN DIEGO",CA,92110
"200 Nautilus Street ","SAN DIEGO",CA,92037
"1500 Chalcedony Street ","SAN DIEGO",CA,92109
"700 Cypress Avenue ","IMPERIAL BEACH",CA,91932
"8500 Case Street ","LA MESA",CA,""
"600 Galaxy Drive ",VISTA,CA,92083
"13800 Chaparral Terrace ","VALLEY CENTER",CA,92082
"1400 Tidelands Avenue ","NATIONAL CITY",CA,91950
"3000 Bonita Woods Drive ",BONITA,CA,91902
"10900 Pallon Way ","SAN DIEGO",CA,92124
"4200 Mission Bay Drive ","SAN DIEGO",CA,92109
"200 E Orlando Street ","CHULA VISTA",CA,91911
"3500 Winnetka Drive ",BONITA,CA,91902
"2100 Hollister Street ","SAN DIEGO",CA,92154
"1200 Cam Del Rio South ","SAN DIEGO",CA,92108
"4600 Seda Cove ","SAN DIEGO",CA,92124
"1000 Phillips Street ",VISTA,CA,92083
"5000 Lise Avenue ","SAN DIEGO",CA,92102
"3400 Bayside Lane ","SAN DIEGO",CA,92109
"800 Carolina ","SAN DIEGO",CA,""
"800 Jefferson Avenue ","CHULA VISTA",CA,91911
"700 Glover Avenue ","CHULA VISTA",CA,91910
"9000 Palomino Ridge Drive ",LAKESIDE,CA,92040
"12800 Via Del Toro ",POWAY,CA,92064
"4300 Point Loma Avenue ","SAN DIEGO",CA,92107
"7900 Gribble Street ","SAN DIEGO",CA,92114
"4300 Bannock Avenue ","SAN DIEGO",CA,92117
"4900 Art Street ","SAN DIEGO",CA,92115
"800 N Cleveland Street ",OCEANSIDE,CA,92054
"3000 Ocean Boulevard ","SAN DIEGO",CA,""
"3500 Spruce Court ",OCEANSIDE,CA,92054
"2200 Star Shower Lane ","CHULA VISTA",CA,""
"4500 Dawes Street ","SAN DIEGO",CA,92109
"3600 Silver Strand Boulevard ",CORONADO,CA,92118
"3000 Euclid Avenue ","SAN DIEGO",CA,92105
"4400 Glen Street ","LA MESA",CA,""
"100 Gardenside Court ",FALLBROOK,CA,92028
"12200 Meadowbrook Lane ",POWAY,CA,92064
"5100 Georgetown Avenue ","SAN DIEGO",CA,92110
"400 Laurel Street ","SAN DIEGO",CA,92101
"4900 Mt Hay Drive ","SAN DIEGO",CA,92117
"700 N Freeman Street ",OCEANSIDE,CA,92054
"1300 Montego Court ",VISTA,CA,92081
"4500 West Talmadge Drive ","SAN DIEGO",CA,92116
"800 01 St Street ",CORONADO,CA,92118
"10900 Woodside Avenue ",SANTEE,CA,92071
"3400 Scenic Terrace ","SPRING VALLEY",CA,91978
"2800 Noren Place ","SAN DIEGO",CA,92106
"4000 Camto Meliado ","SAN DIEGO",CA,92122
"1900 L Avenue ","NATIONAL CITY",CA,91950
"1100 Palau Road ",CORONADO,CA,92118
"1300 Granite Hills Drive ","EL CAJON",CA,92019
"2300 Douglaston Glen ",ESCONDIDO,CA,92026
"5200 Sandalwood Place ",OCEANSIDE,CA,92056
"7000 E Sr - 78 ","BORREGO SPRINGS",CA,92004
"1000 C Street ","SAN DIEGO",CA,92101
"200 Coronado Cays Boulevard ",CORONADO,CA,92118
"2200 Knott Street ","SAN DIEGO",CA,92139
"18000 Avnda Alondra ","RANCHO SANTA FE",CA,92067
"1300 El Rey Avenue ","EL CAJON",CA,92021
"500 04 Th Street ","IMPERIAL BEACH",CA,91932
"8000 Flanders Drive ","SAN DIEGO",CA,92126
"100 Rancho Del Oro Drive ",OCEANSIDE,CA,92057
"2500 Los Alisos Drive ",FALLBROOK,CA,92028
"5700 Santa Fe Street ","SAN DIEGO",CA,92109
"2300 S Santa Fe Avenue ","",CA,92084
"400 0 8 Th Avenue ","SAN DIEGO",CA,92101
"100 E Queen Anne Drive ","CHULA VISTA",CA,91911
"700 Sunset Cliffs Boulevard ","SAN DIEGO",CA,92107
"6500 Bullock Drive ","SAN DIEGO",CA,92114
"2900 Via Libertad ",CARLSBAD,CA,92008
"9800 Black Mtn Road ","SAN DIEGO",CA,92126
"1700 West Mission Bay Drive ","SAN DIEGO",CA,92109
"0 E Emerson Street ","CHULA VISTA",CA,91911
"300 Via Metates ",OCEANSIDE,CA,92057
"500 Hotz Street ","SPRING VALLEY",CA,91977
"1600 San Pasqual Street ","CHULA VISTA",CA,91913
"2100 Cleveland Avenue ","NATIONAL CITY",CA,91950
"1600 Derek Way ","CHULA VISTA",CA,91911
"10200 Clamagoro Circle ","SAN DIEGO",CA,92124
"200 Reef Point Way ",OCEANSIDE,CA,92054
"200 Harbor Drive ","SAN DIEGO",CA,92101
"5200 Sunnyside Drive ",BONITA,CA,91902
"2600 Wyandotte Avenue ","SAN DIEGO",CA,92117
"4500 Casa Del Sol Court ","SAN DIEGO",CA,92154
"7500 Calvocado Street ","LEMON GROVE",CA,91945
"10700 Rockvill Street ",SANTEE,CA,92071
"600 Claire Avenue ","CHULA VISTA",CA,91910
"1000 E Washington Avenue ","EL CAJON",CA,92020
"4400 Nimitz Boulevard ","SAN DIEGO",CA,92107
"400 S 31 St Street ","SAN DIEGO",CA,92113
"700 M Avenue ","NATIONAL CITY",CA,91950
"3200 Old Heather Road ","SAN DIEGO",CA,92111
"3100 Commercial Street ","SAN DIEGO",CA,92113
"8700 Bigford Street ","SPRING VALLEY",CA,91977
"800 Buena Terrace ","EL CAJON",CA,""
"200 Donax Avenue ","IMPERIAL BEACH",CA,91932
"1300 W San Marcos Boulevard ","SAN MARCOS",CA,92078
"2600 Baily Avenue ","SAN DIEGO",CA,92105
"7100 Peter Pan Avenue ","SAN DIEGO",CA,92114
"1000 Grape Street ","SAN MARCOS",CA,92069
"3000 02 Nd Avenue ","CHULA VISTA",CA,91910
"1600 Humphrey Place ",ESCONDIDO,CA,92025
"1200 Sorrento Place ",ESCONDIDO,CA,92027
"1200 Florence Street ","IMPERIAL BEACH",CA,91932
"3000 Forrester Court ","SAN DIEGO",CA,92123
"3200 Fortuna Ranch Road ",ENCINITAS,CA,92024
"6800 Millbrook Street ","SAN DIEGO",CA,92120
"1500 Avocet Court ","CHULA VISTA",CA,91915
"4600 Wendell Street ","SAN DIEGO",CA,92105
"1500 Brengle Way ",VISTA,CA,92084
"7200 Maley Street ","SAN DIEGO",CA,92111
"3700 Via Viento ",FALLBROOK,CA,92028
"5000 Keeney Street ","LA MESA",CA,91941
"1300 Hodges Road ",OCEANSIDE,CA,92056
"3000 Pacific Highway ","SAN DIEGO",CA,92101
"2900 Morningside Street ","SAN DIEGO",CA,92139
"9200 Moolywoods ","LA MESA",CA,""
"3400 Silverleaf Lane ","",CA,92084
"5400 Del Cerro Boulevard ","SAN DIEGO",CA,92120
"7100 Tait Street ","SAN DIEGO",CA,92111
"4200 Lamont Street ","SAN DIEGO",CA,92109
"300 Thorn Street ","SAN DIEGO",CA,92103
"8500 Nottingham Place ","SAN DIEGO",CA,92037
"3400 Mt Ariane Drive ","SAN DIEGO",CA,92111
"1900 Magnolia Avenue ",CARLSBAD,CA,92008
"1600 Basswood Avenue ",CARLSBAD,CA,92008
"1700 02 Nd Avenue ","SAN DIEGO",CA,92101
"900 W 11 Th Avenue ",ESCONDIDO,CA,92025
"200 Asilado Street ",OCEANSIDE,CA,92057
"300 Cottonwood Road ","SAN DIEGO",CA,92173
"1200 Finch Street ","EL CAJON",CA,92020
"3500 Calle Gavanzo ",CARLSBAD,CA,92009
"5600 Cancha De Golf ","RANCHO SANTA FE",CA,92091
"2100 Woodglen Place ",ESCONDIDO,CA,92026
"16900 Robins Nest Way ","",CA,92127
"10400 Aviary Drive ","SAN DIEGO",CA,""
"300 02 Nd Avenue ","CHULA VISTA",CA,91910
"200 W Park Avenue ","EL CAJON",CA,92020
"2900 Doria Way ","SAN DIEGO",CA,92139
"3300 Dorado Place ",CARLSBAD,CA,92009
"2300 Plaza Eva ","CHULA VISTA",CA,91914
"900 Salina Street ","EL CAJON",CA,92020
"1300 Glencoe Drive ","LEMON GROVE",CA,92114
"3500 Arnold Avenue ","SAN DIEGO",CA,92104
"5800 Ava Place ","SAN DIEGO",CA,92114
"100 Durian Street ",VISTA,CA,92083
"700 Carolina Street ","IMPERIAL BEACH",CA,91932
"7300 Hillside Drive ","SAN DIEGO",CA,92037
"500 Paseo Burga ","CHULA VISTA",CA,91910
"3100 Via De Caballo ",ENCINITAS,CA,92024
